stat_id,date,utm_x,utm_y,lon,lat,area,month,year,day,min,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,max
19.96.0,2023-11-26,136291,6563180,8.65362,59.05231,0.584,11,2023,26,0.0526,0.0526,0.0526,0.0526,0.0526,0.0526,0.0661,0.06885,0.0734,0.0945,0.1062,0.13890000000000002,0.1808,0.33125,1.3432,1.6146500000000001,2.2456,2.6578999999999997,3.8371,5.11215,6.8293
19.96.0,2023-11-27,136291,6563180,8.65362,59.05231,0.584,11,2023,27,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0555,0.0702,0.086,0.10385,0.1176,0.17495,0.407,0.9754,1.1268,2.0338,2.3493,3.19765,3.4873,4.46295,4.7896
19.96.0,2023-11-28,136291,6563180,8.65362,59.05231,0.584,11,2023,28,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,0.0466,0.06739999999999999,0.0812,0.1068,0.1601,0.25034999999999996,0.7946,1.30715,1.9644,2.19605,2.6247,2.66215,3.1522,3.4292499999999997,3.8034
19.96.0,2023-11-29,136291,6563180,8.65362,59.05231,0.584,11,2023,29,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0372,0.054150000000000004,0.0657,0.08615,0.1198,0.22585,0.6332,1.09295,1.4229,1.5635500000000002,1.8168,1.98845,2.7661,3.10145,6.0101
19.96.0,2023-11-30,136291,6563180,8.65362,59.05231,0.584,11,2023,30,0.0212,0.0212,0.0212,0.0212,0.0212,0.0212,0.0296,0.04845,0.077,0.0844,0.1352,0.3697,0.6565,1.00255,1.1712,1.2917,1.4478,2.31275,2.4869,3.41825,5.6135
19.96.0,2023-12-01,136291,6563180,8.65362,59.05231,0.584,12,2023,1,0.0169,0.0169,0.0169,0.0169,0.0169,0.020249999999999997,0.0342,0.038900000000000004,0.06,0.07825,0.1094,0.2552,0.4727,0.85195,0.9139,0.996,1.1537,2.0216,2.7524,5.69495,7.1435
19.96.0,2023-12-02,136291,6563180,8.65362,59.05231,0.584,12,2023,2,0.0135,0.0135,0.0135,0.0135,0.0188,0.02725,0.0326,0.0429,0.0498,0.11465,0.252,0.42469999999999997,0.6416,0.74055,0.837,1.0933000000000002,1.9321,2.6209,3.1315,4.5234000000000005,8.41
19.96.0,2023-12-03,136291,6563180,8.65362,59.05231,0.584,12,2023,3,0.0116,0.0116,0.0116,0.0168,0.0224,0.0262,0.0411,0.05835,0.0944,0.1616,0.2534,0.46004999999999996,0.6169,0.6758500000000001,0.7249,1.45915,1.979,2.42185,6.0201,7.29565,16.9301
19.96.0,2023-12-04,136291,6563180,8.65362,59.05231,0.584,12,2023,4,0.0112,0.0112,0.0112,0.014599999999999998,0.0183,0.021150000000000002,0.0333,0.047850000000000004,0.0681,0.1308,0.2019,0.43135,0.4771,0.5154,0.5725,1.1028,2.0961,3.59775,5.0613,9.02265,11.5325
19.96.0,2023-12-05,136291,6563180,8.65362,59.05231,0.584,12,2023,5,0.0109,0.0109,0.0109,0.0137,0.0174,0.0223,0.0337,0.06255,0.1336,0.21409999999999998,0.2994,0.36819999999999997,0.4145,0.73005,1.1817,1.4629500000000002,1.9516,3.536,3.7364,7.4352,9.6752
19.96.0,2023-12-06,136291,6563180,8.65362,59.05231,0.584,12,2023,6,0.0106,0.0106,0.0131,0.015450000000000002,0.0164,0.0238,0.0309,0.050600000000000006,0.1081,0.15205000000000002,0.1761,0.2831,0.3271,0.665,1.3268,1.33605,2.4587,3.00605,4.9922,6.304,7.2334
19.96.0,2023-12-07,136291,6563180,8.65362,59.05231,0.584,12,2023,7,0.0102,0.0102,0.0116,0.01375,0.0156,0.02205,0.0308,0.06935,0.1022,0.12145,0.2177,0.25265,0.6606,0.91335,1.4071,1.7568,1.8991,2.6494,3.2842,5.83125,8.1834
19.96.0,2023-12-08,136291,6563180,8.65362,59.05231,0.584,12,2023,8,0.0099,0.0099,0.0112,0.01295,0.0147,0.01625,0.0249,0.0561,0.0814,0.13955,0.2143,0.32894999999999996,0.6002,0.9949,1.0645,1.5852499999999998,2.1603,2.6508000000000003,3.0017,4.2362,8.0277
19.96.0,2023-12-09,136291,6563180,8.65362,59.05231,0.584,12,2023,9,0.0096,0.010249999999999999,0.0109,0.014,0.0142,0.0173,0.0238,0.045399999999999996,0.0732,0.12835,0.1773,0.3972,0.6786,0.8009999999999999,1.0092,1.37835,1.6145,2.2944,2.6562,6.201700000000001,8.6181
19.96.0,2023-12-10,136291,6563180,8.65362,59.05231,0.584,12,2023,10,0.0093,0.009899999999999999,0.0105,0.0133,0.0171,0.03675,0.0674,0.12855,0.2318,0.3195,0.5408,0.59735,0.6344,0.7340500000000001,1.0183,1.3418999999999999,1.6811,2.19855,3.5681,7.9615,17.6016
123.95.0,2023-11-14,264619,7041350,10.28154,63.4226,1.02,11,2023,14,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727,0.0727
123.95.0,2023-11-15,264619,7041350,10.28154,63.4226,1.02,11,2023,15,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523
123.95.0,2023-11-16,264619,7041350,10.28154,63.4226,1.02,11,2023,16,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.3359
123.95.0,2023-11-17,264619,7041350,10.28154,63.4226,1.02,11,2023,17,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0968,0.2302,0.34675,0.4403
123.95.0,2023-11-18,264619,7041350,10.28154,63.4226,1.02,11,2023,18,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.04865,0.1008,0.17545,0.2416
123.95.0,2023-11-19,264619,7041350,10.28154,63.4226,1.02,11,2023,19,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0435,0.077,0.10615,0.1759
123.95.0,2023-11-20,264619,7041350,10.28154,63.4226,1.02,11,2023,20,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.041249999999999995,0.0429,0.07625,0.2369
123.95.0,2023-11-21,264619,7041350,10.28154,63.4226,1.02,11,2023,21,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.041550000000000004,0.0441,0.062,0.1423,0.19175,0.2794
123.95.0,2023-11-22,264619,7041350,10.28154,63.4226,1.02,11,2023,22,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.039349999999999996,0.0409,0.0464,0.0788,0.1264,0.1574,0.17149999999999999,0.1999
123.95.0,2023-11-23,264619,7041350,10.28154,63.4226,1.02,11,2023,23,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0407,0.0438,0.08155,0.0911,0.13605,0.1444,0.2012,0.6209
123.95.0,2023-11-24,264619,7041350,10.28154,63.4226,1.02,11,2023,24,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0383,0.04145,0.0503,0.1175,0.126,0.25325,0.3495,0.68035,0.7157,2.3759,5.7361
123.95.0,2023-11-25,264619,7041350,10.28154,63.4226,1.02,11,2023,25,0.0359,0.0359,0.0359,0.0359,0.0359,0.0359,0.0359,0.0359,0.0359,0.03815,0.0417,0.09795,0.1435,0.2877,0.5116,0.6112,0.6765,0.8870499999999999,1.5708,2.8047,4.1259
123.95.0,2023-11-26,264619,7041350,10.28154,63.4226,1.02,11,2023,26,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.0351,0.062299999999999994,0.0895,0.098,0.1145,0.12605,0.1854,0.31235,0.6394,0.6911499999999999,0.9286,1.73745,1.8714,2.27115,2.7301
123.95.0,2023-11-27,264619,7041350,10.28154,63.4226,1.02,11,2023,27,0.0342,0.0342,0.0342,0.0342,0.0342,0.052599999999999994,0.072,0.09784999999999999,0.1326,0.1931,0.2665,0.49039999999999995,0.5433,0.6043,0.6495,1.1682,1.5555,1.75365,1.9205,2.68485,3.4875
123.95.0,2023-11-28,264619,7041350,10.28154,63.4226,1.02,11,2023,28,0.0334,0.0334,0.0334,0.0334,0.0334,0.04455,0.0571,0.0843,0.1271,0.20045000000000002,0.3201,0.3852,0.6048,0.72135,0.8225,1.01915,1.1896,1.3942999999999999,2.508,4.199450000000001,4.7002
123.95.0,2023-11-29,264619,7041350,10.28154,63.4226,1.02,11,2023,29,0.0327,0.0327,0.0327,0.0327,0.0378,0.049949999999999994,0.0595,0.08865,0.0988,0.21175,0.2723,0.27659999999999996,0.5146,0.58345,0.6676,0.7415499999999999,0.7653,1.28165,2.6251,3.442,4.0327
123.95.0,2023-11-30,264619,7041350,10.28154,63.4226,1.02,11,2023,30,0.0319,0.0319,0.0319,0.0319,0.0369,0.045649999999999996,0.052,0.062299999999999994,0.1312,0.15184999999999998,0.1941,0.33305,0.449,0.4769,0.5103,0.9509000000000001,1.304,2.04455,2.3638,2.77015,3.6487
123.95.0,2023-12-01,264619,7041350,10.28154,63.4226,1.02,12,2023,1,0.0311,0.0311,0.0311,0.033549999999999996,0.0385,0.04445,0.0486,0.07935,0.0942,0.2294,0.3405,0.3589,0.3769,0.46145,0.7932,1.11515,1.764,1.9391,2.1425,2.28545,2.8908
123.95.0,2023-12-02,264619,7041350,10.28154,63.4226,1.02,12,2023,2,0.0304,0.0304,0.0304,0.03055,0.0376,0.038650000000000004,0.0639,0.08115,0.2558,0.32235,0.4134,0.51625,0.5605,0.8903,1.3419,1.41535,1.6054,1.7224,2.4247,2.7529,3.2785
123.95.0,2023-12-03,264619,7041350,10.28154,63.4226,1.02,12,2023,3,0.0297,0.0297,0.0297,0.032100000000000004,0.0367,0.04095,0.0441,0.12555,0.2261,0.2853,0.3221,0.42264999999999997,0.5004,0.673,1.0434,1.1629,1.3441,1.46845,1.5615,3.1073000000000004,6.6126
123.95.0,2023-12-04,264619,7041350,10.28154,63.4226,1.02,12,2023,4,0.029,0.029,0.029,0.03095,0.0345,0.036199999999999996,0.0474,0.14595,0.1823,0.29485,0.3452,0.48540000000000005,0.6664,0.76155,0.8604,0.91405,1.0464,1.1223,1.7046,1.9449,4.7556
123.95.0,2023-12-05,264619,7041350,10.28154,63.4226,1.02,12,2023,5,0.0263,0.0263,0.0263,0.027299999999999998,0.0337,0.03655,0.0926,0.2116,0.2448,0.31635,0.385,0.5011,0.5349,0.7501,0.8635,0.88635,0.9971,1.12195,1.498,2.4654,3.3856
123.95.0,2023-12-06,264619,7041350,10.28154,63.4226,1.02,12,2023,6,0.023,0.023,0.023,0.033549999999999996,0.0373,0.1195,0.2594,0.35314999999999996,0.3639,0.3738,0.4105,0.5487,0.627,0.6990000000000001,0.7878,0.90765,1.0765,1.158,1.4331,2.91845,3.5222
123.95.0,2023-12-07,264619,7041350,10.28154,63.4226,1.02,12,2023,7,0.02,0.02,0.02,0.0349,0.046,0.08574999999999999,0.1825,0.22635,0.2719,0.3317,0.4276,0.48360000000000003,0.499,0.58215,0.6822,0.7320500000000001,0.7732,1.6154000000000002,2.4507,2.726,4.2406
123.95.0,2023-12-08,264619,7041350,10.28154,63.4226,1.02,12,2023,8,0.0175,0.0175,0.0175,0.03405,0.0402,0.0648,0.1272,0.19055,0.2175,0.33399999999999996,0.3577,0.40175,0.4533,0.49005,0.555,0.7695000000000001,0.9696,1.2644,1.6004,1.94345,9.9363
123.95.0,2023-12-09,264619,7041350,10.28154,63.4226,1.02,12,2023,9,0.0153,0.0153,0.0319,0.0356,0.0392,0.07475,0.1337,0.14525,0.246,0.2982,0.398,0.44205,0.5144,0.53835,1.2181,1.24885,1.4356,1.5486499999999999,1.8824,3.0737,5.489
123.95.0,2023-12-10,264619,7041350,10.28154,63.4226,1.02,12,2023,10,0.0133,0.0133,0.031,0.032850000000000004,0.0383,0.0513,0.095,0.10295,0.1762,0.2224,0.2437,0.2743,0.305,0.45345,0.6578,0.8692500000000001,1.1268,1.8070499999999998,2.2788,3.6116,5.8765
18.11.0,2023-11-14,146830,6548724,8.85938,58.93208,1.95,11,2023,14,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232,3.8232
18.11.0,2023-11-15,146830,6548724,8.85938,58.93208,1.95,11,2023,15,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.04505,3.099,3.1310000000000002,3.1719,3.2057,3.2258,3.2972,3.368,3.4087500000000004,3.4341,3.4802999999999997,3.5296,3.6740500000000003,4.4098
18.11.0,2023-11-16,146830,6548724,8.85938,58.93208,1.95,11,2023,16,2.4901,2.4901,2.4901,2.4901,2.4901,2.4901,2.5017,2.52155,2.6019,2.622,2.6503,2.6997,2.7361,2.77835,2.8867,2.91805,2.9418,2.9935,3.0399,3.1978999999999997,4.2648
18.11.0,2023-11-17,146830,6548724,8.85938,58.93208,1.95,11,2023,17,2.0894,2.0894,2.0894,2.0894,2.0894,2.0894,2.0894,2.11525,2.1411,2.1793,2.2251,2.2396000000000003,2.2605,2.3335,2.3754,2.41085,2.4449,2.4768,2.5347,2.6507,3.3071
18.11.0,2023-11-18,146830,6548724,8.85938,58.93208,1.95,11,2023,18,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.766,1.7765,1.8201999999999998,1.8423,1.8595000000000002,1.8964,1.9444,1.9757,1.9870999999999999,2.0118,2.05855,2.1286,2.2048,2.702
18.11.0,2023-11-19,146830,6548724,8.85938,58.93208,1.95,11,2023,19,1.4665,1.4665,1.4665,1.4665,1.4665,1.4707,1.4838,1.4981499999999999,1.5138,1.53585,1.5639,1.59885,1.6213,1.63245,1.6555,1.6613,1.6938,1.7187999999999999,1.7521,2.0288500000000003,2.9288
18.11.0,2023-11-20,146830,6548724,8.85938,58.93208,1.95,11,2023,20,1.2265,1.2265,1.2265,1.2265,1.2265,1.2374,1.2441,1.2616,1.2916,1.3161999999999998,1.3304,1.3704,1.3938,1.44425,1.497,1.84105,2.0365,2.34085,2.4844,2.7217,3.5696
18.11.0,2023-11-21,146830,6548724,8.85938,58.93208,1.95,11,2023,21,1.0391,1.0391,1.0391,1.0391,1.0391,1.04075,1.0475,1.0581,1.0794,1.0916000000000001,1.1099,1.1296,1.1645,1.19865,1.2534,1.65305,1.8294,2.1381,2.1998,2.46205,3.5737
18.11.0,2023-11-22,146830,6548724,8.85938,58.93208,1.95,11,2023,22,0.9499,0.9499,0.9499,0.9499,0.9499,0.9512,0.9564,0.9630000000000001,0.9739,0.9782,0.9837,0.99545,1.0153,1.0282,1.0578,1.3734,1.536,1.8081,1.9079,2.1555999999999997,3.0058
18.11.0,2023-11-23,146830,6548724,8.85938,58.93208,1.95,11,2023,23,0.881,0.881,0.881,0.881,0.881,0.88225,0.887,0.8928499999999999,0.9018,0.9051,0.9093,0.91835,0.9363,0.9583999999999999,1.1206,1.22445,1.6117,1.7406,1.7742,2.1470000000000002,2.7115
18.11.0,2023-11-24,146830,6548724,8.85938,58.93208,1.95,11,2023,24,0.8172,0.8172,0.8172,0.8172,0.8172,0.8210500000000001,0.8333,0.83675,0.8434,0.8518,0.8617,0.88235,1.0239,1.3244,1.8004,1.85465,2.0084,2.23505,2.3069,2.9143,3.718
18.11.0,2023-11-25,146830,6548724,8.85938,58.93208,1.95,11,2023,25,0.758,0.758,0.758,0.758,0.76,0.768,0.7758,0.77935,0.7867,0.8123,0.8847,0.96715,1.3144,1.6715499999999999,1.8523,2.1274,2.3185,2.4885,3.0754,4.786899999999999,6.1555
18.11.0,2023-11-26,146830,6548724,8.85938,58.93208,1.95,11,2023,26,0.703,0.703,0.703,0.703,0.7049,0.71235,0.7196,0.7249,0.7505,0.82315,0.8765,1.0909499999999999,1.2655,1.67305,2.1102,2.7249,2.8989,3.94305,4.6927,5.33525,6.9738
18.11.0,2023-11-27,146830,6548724,8.85938,58.93208,1.95,11,2023,27,0.6521,0.6521,0.6521,0.65865,0.665,0.6720999999999999,0.7151,0.75875,0.8522,0.86585,0.9308,1.0404,1.0728,1.478,2.4376,3.1253,3.3025,3.7397,4.1707,5.94815,6.0703
18.11.0,2023-11-28,146830,6548724,8.85938,58.93208,1.95,11,2023,28,0.6048,0.6048,0.6065,0.61665,0.619,0.6234500000000001,0.6633,0.85745,0.8828,1.02035,1.168,1.6172,1.867,2.08315,2.3695,2.78445,3.1131,3.24885,3.4208,5.2274,9.891
18.11.0,2023-11-29,146830,6548724,8.85938,58.93208,1.95,11,2023,29,0.561,0.561,0.5625,0.57195,0.5742,0.57945,0.6152,0.7409,0.7917,0.905,1.0478,1.46645,1.9985,2.0816,2.1863,2.42385,2.6767,2.9783,3.5681,4.943949999999999,13.5172
18.11.0,2023-11-30,146830,6548724,8.85938,58.93208,1.95,11,2023,30,0.5203,0.5203,0.5217,0.5305,0.5348,0.55535,0.6671,0.69775,0.7224,0.7799499999999999,0.9641,1.21655,1.5032,1.6701,1.867,1.98935,2.4166,2.6217,3.2106,4.4576,11.1958
18.11.0,2023-12-01,146830,6548724,8.85938,58.93208,1.95,12,2023,1,0.4826,0.4826,0.4839,0.49405,0.5009,0.57405,0.6498,0.7092,0.7473,0.8459,1.2111,1.2178,1.4385,1.62275,1.7504,1.8798,2.1347,2.83875,4.8301,5.4540500000000005,8.0332
18.11.0,2023-12-02,146830,6548724,8.85938,58.93208,1.95,12,2023,2,0.4476,0.4482,0.4565,0.46235000000000004,0.4909,0.5883,0.6325,0.7083,0.7989,0.9450000000000001,1.1143,1.4242,1.5807,1.6502,1.721,1.76615,4.5196,5.670999999999999,5.7898,6.14755,7.4439
18.11.0,2023-12-03,146830,6548724,8.85938,58.93208,1.95,12,2023,3,0.4152,0.41575,0.4309,0.4938,0.5591,0.5924499999999999,0.6317,0.72465,0.7729,0.9988000000000001,1.0794,1.2103000000000002,1.3693,1.4499499999999999,1.5097,1.7648000000000001,3.8525,5.5918,6.4254,7.50065,12.4625
18.11.0,2023-12-04,146830,6548724,8.85938,58.93208,1.95,12,2023,4,0.3851,0.3856,0.3997,0.45805,0.5185,0.58855,0.7057,0.72885,0.889,0.9754,1.0797,1.1983000000000001,1.2423,1.4456,2.2175,2.6239,3.283,5.00035,5.7663,7.8057,13.6894
18.11.0,2023-12-05,146830,6548724,8.85938,58.93208,1.95,12,2023,5,0.3572,0.36445,0.3917,0.49285,0.587,0.6433500000000001,0.6899,0.8160499999999999,0.9269,0.9924,1.0223,1.1537000000000002,1.31,1.698,2.1023,2.78295,3.0742,4.11875,4.8221,6.7043,9.7023
18.11.0,2023-12-06,146830,6548724,8.85938,58.93208,1.95,12,2023,6,0.3313,0.33804999999999996,0.3633,0.45715,0.5116,0.5806,0.7087,0.8258,0.8851,0.92985,1.0589,1.19875,1.3746,1.5305,2.3115,2.84515,3.527,4.19015,4.4401,5.79735,7.1339
18.11.0,2023-12-07,146830,6548724,8.85938,58.93208,1.95,12,2023,7,0.3073,0.3135,0.337,0.41735,0.505,0.61475,0.6591,0.7846500000000001,0.8713,0.89295,1.0359,1.1065999999999998,1.2843,1.7641499999999999,1.9428,2.5048,2.9212,3.3632999999999997,3.4463,4.97485,7.5383
18.11.0,2023-12-08,146830,6548724,8.85938,58.93208,1.95,12,2023,8,0.285,0.2908,0.3185,0.3651,0.4684,0.5701499999999999,0.6204,0.76525,0.8362,0.89825,0.9639,1.16295,1.2278,1.5192999999999999,1.8706,2.22285,2.7719,3.0208,4.0157,4.72245,7.6809
18.11.0,2023-12-09,146830,6548724,8.85938,58.93208,1.95,12,2023,9,0.2643,0.28535,0.2964,0.3952,0.4921,0.56325,0.7546,0.8063,0.9005,0.97375,1.1225,1.26745,1.369,1.719,2.2995,2.5439,2.7335,2.8413,3.733,4.3234,8.8793
18.11.0,2023-12-10,146830,6548724,8.85938,58.93208,1.95,12,2023,10,0.2452,0.26465,0.275,0.36655,0.4565,0.52245,0.6999,0.76155,0.8039,0.9984,1.1912,1.41215,1.9345,2.1180000000000003,2.2437,2.66405,3.1873,3.31645,3.4255,3.6783,10.5242
174.11.0,2023-11-14,601757,7593594,17.48149,68.43661,2.84,11,2023,14,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903,0.0903
174.11.0,2023-11-15,601757,7593594,17.48149,68.43661,2.84,11,2023,15,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824
174.11.0,2023-11-16,601757,7593594,17.48149,68.43661,2.84,11,2023,16,1.0309,1.05755,1.0987,1.2391,1.3952,1.5397,1.5703,1.91125,2.0434,2.1334,2.3367,2.3845,2.5977,2.63435,2.6661,2.87305,2.9277,3.12235,3.2218,3.5392,4.2082
174.11.0,2023-11-17,601757,7593594,17.48149,68.43661,2.84,11,2023,17,0.5428,0.6939,0.8098,0.8689,0.9346,0.9954000000000001,1.0083,1.18865,1.2328,1.3086,1.3355,1.3912499999999999,1.4406,1.4690500000000002,1.5075,1.5868,1.8865,1.93635,2.0957,2.356,2.7865
174.11.0,2023-11-18,601757,7593594,17.48149,68.43661,2.84,11,2023,18,0.2728,0.42595,0.4976,0.5341,0.5747,0.6201,0.6895,0.7101999999999999,0.7922,0.8214,0.8297,0.8687,0.9046,0.90765,0.9098,1.0680999999999998,1.1356,1.1739000000000002,1.2709,1.5072999999999999,1.8234
174.11.0,2023-11-19,601757,7593594,17.48149,68.43661,2.84,11,2023,19,0.1307,0.2031,0.2346,0.249,0.2667,0.3052,0.3606,0.3994,0.4379,0.48629999999999995,0.5154,0.5720000000000001,0.6019,0.61405,0.6246,0.69675,0.7171,0.77875,0.8092,0.95485,1.1008
174.11.0,2023-11-20,601757,7593594,17.48149,68.43661,2.84,11,2023,20,0.1193,0.1853,0.2139,0.22599999999999998,0.2393,0.25170000000000003,0.2543,0.27835,0.2873,0.29300000000000004,0.3064,0.3095,0.3236,0.3266,0.3296,0.37939999999999996,0.3935,0.43615000000000004,0.4572,0.63325,0.9173
174.11.0,2023-11-21,601757,7593594,17.48149,68.43661,2.84,11,2023,21,0.1088,0.1691,0.1953,0.20625,0.2184,0.22970000000000002,0.2321,0.25385,0.2619,0.26695,0.279,0.28185000000000004,0.2948,0.29835,0.3063,0.3107,0.316,0.3234,0.3308,0.44895,0.5786
174.11.0,2023-11-22,601757,7593594,17.48149,68.43661,2.84,11,2023,22,0.0993,0.1543,0.1782,0.19075,0.2075,0.22065,0.2338,0.24054999999999999,0.249,0.25725,0.2691,0.2721,0.2723,0.2812,0.2837,0.2913,0.2951,0.3242,0.3499,0.39335,0.5532
