date,catchname,st_0,st_1,st_2,st_3,st_4,st_5,st_6,st_7,st_8,st_9,st_10,st_11,st_12,st_13,st_14,st_15,st_16,st_17,st_18,st_19,st_20,st_21,st_22,st_23,st_24,st_25,st_26,st_27,st_28,st_29,st_30,prec_0,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,prec_13,prec_14,prec_15,prec_16,prec_17,prec_18,prec_19,prec_20,prec_21,prec_22,prec_23,prec_24,prec_25,prec_26,prec_27,prec_28,prec_29,prec_30
2023-11-15,2.61.0,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,-11.04816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-16,2.61.0,-14.976453233161847,-15.248841163307507,-14.71999441954694,-15.064583387021452,-16.149713811753923,-15.814520691106775,-14.890036822442966,-16.7442016230405,-15.967177171139426,-14.376025158676518,-14.192605755047124,-12.716923013391503,-13.48088370341207,-14.46387903176784,-15.155109928180998,-14.550103065788491,-16.385301148281478,-14.285866481020845,-14.804733904802779,-13.992579282458008,-15.346773330936887,-13.763762229302651,-13.882871207953416,-15.450185866508479,-14.635292463976713,-14.095262409282508,-15.681028779405008,-15.56079622460263,-13.06903511349936,-13.300868994489296,-13.631691565186854,0.0,0.0,1.0803807979624502,0.6401652973751291,0.0,0.0,0.0,0.0,0.0,0.0,2.0382885530207866,0.0,0.0,0.0,0.0,0.2468477696547795,0.0,0.0,0.0,0.0,0.0,0.15459412565793207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39471126188311595,0.0
2023-11-17,2.61.0,-15.631090973391427,-16.263703056636384,-17.30590681151553,-16.66710934986155,-17.996809602785355,-17.128356559995073,-16.964905783794507,-18.34334735434285,-18.8702846336579,-14.038726208832069,-14.954688670673823,-12.896401379832344,-15.372396013122957,-15.238323961478006,-16.00907942347882,-14.263796049370523,-15.757606515593995,-14.460779144334847,-15.883342969470355,-14.801780164920714,-16.81199727547298,-16.135594966080976,-15.502982883513202,-17.727959758540404,-16.52836198093916,-16.394289927999193,-17.50288991148706,-14.638329391897724,-13.769876373478851,-13.423338635164399,-15.099576594212085,0.0,0.0,0.541192523827104,0.12863129322073585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5032029606275736,0.0,0.33579120570067944,0.0,0.0,0.2085385692157943,2.8567769820646216,0.0,0.8843226624128941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-18,2.61.0,-15.31671528772461,-14.776615163327751,-16.56960045445567,-14.912057223602478,-17.680239350284786,-16.379522846979988,-16.780482027294852,-17.309251048998323,-18.24435556724118,-14.499667542140024,-13.071898397537746,-12.41309110223059,-13.31284842438281,-13.888790924598851,-15.593662908960574,-13.713807604435544,-14.639468190340569,-13.523729997075582,-15.453862260731594,-15.737194641474094,-16.204539526723767,-14.356135809664373,-15.046665225518407,-17.02143205433041,-15.8857315646011,-15.181273227438199,-16.04084230155338,-12.784079403129827,-11.848974885975458,-14.052488149694142,-14.207598886585803,0.0,0.3148244656909913,2.7546612879105434,0.8411974209064551,0.0,0.0,0.0,0.0,0.193976443556267,0.0,1.4395887953720459,0.0,0.0,0.0,0.5111917793182701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11864677477621913,0.0,0.0,0.0,0.0,0.0
2023-11-19,2.61.0,-13.535540750901582,-11.460083428343733,-14.420026075749702,-10.50601341697424,-16.92730287495516,-13.945259537732959,-13.170980494325317,-12.245113437581132,-11.972552744891807,-9.559322948528074,-6.446783092737876,-8.193570849176504,-7.022184286600083,-10.037992005648258,-12.839381198081625,-10.74000001432438,-7.473899137855796,-7.855985297351567,-11.711738512415014,-9.311364685510405,-12.53265560922774,-9.800850816739128,-14.996066806363402,-15.752003283000805,-8.500575327550337,-11.215440987925586,-10.975963722700275,-5.584796813895487,-10.272513782637501,-8.785623246076504,-9.054505850862178,0.0,0.0,0.0,0.812686221482661,0.0,0.0,0.0,0.5009790868371546,3.71118978375607,0.18527714911094165,0.1101158108442741,7.098334564013742,0.0,0.0,0.0,0.0,2.1694864831513607,0.0,0.0,0.0,0.0,1.3189700976273955,0.0,0.0,0.306588858361977,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-20,2.61.0,-9.525118618082672,-9.170276700477938,-8.570835157504934,-4.469354470833254,-10.440046197438441,-11.100964248343079,-8.855758992863876,-9.937768431781805,-7.400298925107865,-2.6952414244138883,-3.81336128252101,-6.606622304249356,-4.1679642373322,-7.195477091479999,-6.800000056520341,-4.981179583393381,-4.736851633808799,-5.63181637885096,-7.611914872408269,-6.414466293269886,-7.832195447854598,-6.0287640060216585,-8.063405872892861,-12.130626827587406,-3.3640549536206796,-5.42480406577291,-5.832485717100061,-5.209000518176945,-6.995849999806964,-8.308387034558978,-6.222282061306867,0.0,0.0,2.1693039988339007,2.9528840363645994,0.0,0.0,0.0,0.0,0.6028707708031542,1.1612854615222297,0.20399614658912574,7.812790334281987,0.13705767837774938,1.591136249222555,0.29762435326805964,0.0,18.680569344904853,0.0,0.0,0.0,0.0,11.464081751579636,5.555141707845257,0.0,0.8410143394641478,4.031108044499437,0.426760195100561,0.0,0.0,0.0,0.0
2023-11-21,2.61.0,-12.262112790392269,-9.275682692247322,-7.6211192625338136,-6.259919561298961,-8.190587750203226,-9.747632582579763,-10.323024481762799,-11.080881691615081,-6.063587592208371,-4.323039620489788,-4.816155524313768,-5.329220307620449,-3.6783528661548877,-8.870827755250554,-4.161609247510144,-6.462880607038896,-5.873032651943355,-4.9844918090762755,-6.673480364726139,-4.485746498321847,-4.650016645959111,-7.122715457208066,-6.892931923643406,-7.895084796042747,-3.8414399086091913,-5.6875264947768835,-7.364668695158049,-4.001183237558955,-5.506439305190447,-8.513174955991213,-5.155382706290887,0.5785651854837934,0.0,7.1057738153540395,0.0,0.0,0.0,0.23202920781353928,12.93348745939125,0.0,3.377286000334224,0.1648025085385533,19.650317854071428,1.2817577890736258,0.43356790343916807,0.9928381484692627,0.0,0.0,0.0,0.7620806301073646,0.32000091577908474,2.6608439232292547,5.492477721390268,2.094248499779021,0.0,4.294604389405151,0.0,9.390819101451987,1.6427962180152262,0.11426388474353866,0.0,0.0
2023-11-22,2.61.0,-18.6158809248048,-15.039117920265866,-14.2369514215241,-6.536690873875683,-7.219724789047859,-15.974224192941897,-10.318012490247316,-7.570860788143717,-6.203154795099358,-9.465922698582798,-6.87528857927202,-4.906257938673582,-5.22611086677616,-20.95633408005075,-5.873972586421726,-7.929661097990742,-4.271913703792624,-8.297217007505205,-13.52830971426156,-8.674776412817721,-3.9495648069344025,-12.88914584157818,-10.773298163568736,-11.760819369172612,-5.548493020443186,-9.06378223649558,-11.252696496179713,-4.588395157224902,-12.303645830475059,-17.114287121643976,-9.883198257855991,0.0,0.0,0.6929510350442962,0.0,2.0044593044714025,0.2930786485157405,0.2148678726832831,10.278791054157827,6.597578766815302,1.1836656028036932,1.5397421952969237,0.0,0.3945264426054006,0.0,0.10999902492349954,4.684089136882756,0.0,0.0,0.0,0.9078397105001037,0.5252372579079194,3.4677854583952548,2.6221336229526746,0.0,0.0,0.0,0.0,0.15511900723600047,0.0,0.0,0.0
2023-11-23,2.61.0,-9.42546510687781,-10.131174516007675,-10.533231814788952,-6.1042393919860825,-3.2285758472079085,-10.984331076467,-7.961289007816266,-2.5723920477062947,-3.7428105041057798,-6.376167586865314,-8.23408061284677,-5.534751760107239,-4.9081981036505695,-12.96637319986766,-1.5872995577023756,-6.6428034704599,-4.177099059910297,-9.106786469762959,-8.514277944114705,-5.230826106756312,-6.906141956628942,-7.430001422428381,-7.6938704783747305,-14.251974433021037,-5.824703296464095,-8.804235857809722,-12.138244763562962,-4.560246334828439,-11.506162752298508,-9.764858666510996,-7.167978429608308,11.87550806763566,1.2566883112128824,3.3126697454715326,0.922827132978394,2.9693033577583514,0.7754868854573599,2.371911784955582,1.0829657127035712,5.128845404390211,8.429218870393326,4.589954630405188,1.870278423598891,9.845978158841604,1.6490175361466701,0.3044581721423256,6.4752142921155675,1.4449729994166414,0.21547452839491582,5.748906334465588,7.346785006792385,4.115173908234882,15.41166241154303,3.692382439971072,0.40499502472904614,0.6403344993352308,0.0,0.13853477791599597,2.657081678270288,0.5169274219656381,2.11052476048941,0.0
2023-11-24,2.61.0,-0.7673028294038484,-7.7646879478243545,-9.298544602831328,-2.360515663915053,-0.16954072594905245,-7.346324285085477,-5.919273723231078,-3.853860442257358,-2.984464710383154,-1.6542900984124618,-8.22093711167347,-4.421959093266098,-2.0216797094137604,-13.517471980392022,0.7084922750344695,-6.593363595913607,-2.6794777047922422,-8.72647561177082,-5.297442628212624,-4.137612178573768,-4.708802635469991,-11.84878022054371,-6.24836804456015,-10.778172713649571,-1.2444630262428866,-6.957845233326301,-9.965313664685587,-3.279762665802039,-5.000000048236582,-5.603133464396258,-3.5686698369724565,0.18051773318389508,0.0,0.0,1.2993725821849798,0.7076225647317771,1.56020854434836,0.4397660337510929,0.0,6.837479821422938,15.323447899614113,1.860034543433856,0.12470414844936357,12.02004943160442,0.0,9.785839633559604,0.3363183174348624,0.8766866745443029,0.0,3.058019900141018,5.793221449557083,1.072834864256068,8.130312885412609,3.587455913891126,0.0,2.6009125037098046,0.2504999431706532,4.20450766956729,0.5628058816198409,2.2045712710839065,21.285331093980222,4.9299824135987995
