stationName,catchname,Discharge,Discharge_mmday,quality,date
Forsbakk,156.15.0,NaN,0,2023-11-13
Virvatn,156.17.0,NaN,0,2023-11-13
Leiråga,156.27.0,16.001163181818185,31.60001140363637,1.0,2023-11-13
Svartisdal,156.8.0,NaN,0,2023-11-13
Vassvatn,157.3.0,0.3951517458333333,2.0906987654623395,1.0,2023-11-13
Flostrand,157.4.0,0.007636870499999999,0.01989823917973462,1.0,2023-11-13
Strømdalen,159.5.0,0.2064566565217391,0.7949133299232737,1.0,2023-11-13
Grovåi,16.122.0,0.3416927375,0.7002431812144213,1.0,2023-11-13
Viertjern,16.127.0,0.40691909090909095,0.7525216064757162,1.0,2023-11-13
Austbygdåi,16.128.0,2.3707270416666666,0.5973137069870523,1.0,2023-11-13
Kvenna,16.140.0,8.456487300000001,0.8894413638156454,1.0,2023-11-13
Brusetbekken,16.154.0,0.18229411666666664,2.0401828601036267,1.0,2023-11-13
Bjørntjønn,16.189.0,0.3614666875,0.9234394382022472,1.0,2023-11-12
Hørte,16.193.0,2.5910224782608697,1.4292558393777637,1.0,2023-11-13
Kilen,16.194.0,2.90591575,2.1262798170731703,1.0,2023-11-13
Grosettjern,16.66.0,0.06264237458333333,0.826305521221374,1.0,2023-11-13
Tannsvatn (Lognvikvatnet),16.75.0,1.0796452727272725,0.7903859647825482,1.0,2023-11-13
Skauvoll,160.7.0,0.04517387130434782,0.19852606717678797,1.0,2023-11-13
Klipa,161.11.0,NaN,0,2023-11-13
Tollåga,161.7.0,0.7670017409090909,0.29364642414144815,1.0,2023-11-13
Skarsvatn,162.3.0,0.5546144125,0.32958721535181235,1.0,2023-11-13
Junkerdalselv,163.5.0,3.2018469166666663,0.6555750831792976,1.0,2023-11-13
Jordbrufjell,163.6.0,0.44529664999999996,0.549152591493006,1.0,2023-11-13
Kjemåvatn,163.7.0,0.32912522083333334,0.7814349843363562,1.0,2023-11-13
Vallvatn,166.13.0,0.1066388125,0.1744338015903067,1.0,2023-11-13
Storvatn,168.1.0,0.5761237166666667,0.6981358922861152,1.0,2023-11-13
Mørsvik bru,168.2.0,0.9294329416666667,2.5713418559077805,1.0,2023-11-13
Lakså bru,168.3.0,0.07744171333333334,0.25087979122609677,1.0,2023-11-13
Kaldvågvatn,170.5.0,0.06558832666666667,0.4441090457680251,1.0,2023-11-13
Ravggajokka,171.7.0,0.3370007583333334,0.38843203735325516,1.0,2023-11-13
Rauvatn,172.8.0,NaN,0,2023-11-13
Taraldsvikelv,174.11.0,0.012403252916666668,0.3773383985915494,1.0,2023-11-13
Øvstevatn (Litlevatnet),174.3.0,0.15374574166666666,0.46723996060499473,1.0,2023-11-13
Sneisvatn,177.4.0,0.06279260416666667,0.18547969230769232,1.0,2023-11-13
Langvatn,178.1.0,0.007179571333333333,0.03369445753394894,1.0,2023-11-13
Jordelv,179.6.0,0.020803984166666668,0.33914419471698115,1.0,2023-11-13
Gjerstad,18.10.0,6.2756947499999995,2.298613872567722,1.0,2023-11-13
Tjellingtjernbekk,18.11.0,0.029447945,1.304770486153846,1.0,2023-11-13
Lundevann,18.4.0,33.74388041666666,7.156813874364827,1.0,2023-11-13
Gåslandsvatn,185.1.0,0.0462704225,0.5191901953246754,1.0,2023-11-13
Ånesvatn,186.2.0,0.5696959041666667,1.046380232142857,1.0,2023-11-13
Tennevikvatn,189.3.0,0.6244283291666667,0.6316661707060064,1.0,2023-11-13
Songedalsåi,19.104.0,1.0108706666666667,1.3307212164612316,1.0,2023-11-13
Lilleelv,19.107.0,3.6606457083333326,7.806100876175432,1.0,2023-11-13
Kilåi bru,19.73.0,2.1990776000000003,2.9844698591018335,1.0,2023-11-13
Gravå,19.79.0,0.06472989750000001,0.8875834223139184,1.0,2023-11-13
Stigvassåi,19.80.0,0.35194502173913045,2.09913363787525,1.0,2023-11-13
Rauåna,19.82.0,0.128452525,1.2458799012123933,1.0,2023-11-13
Storgama ovf.,19.96.0,0.014506619166666665,2.146184753424657,1.0,2023-11-13
Øvrevatn,191.2.0,3.5379634583333335,0.5811186700125471,1.0,2023-11-13
Mevatn,194.4.0,0.899775392857143,0.43086290496512303,1.0,2023-11-12
Lille Rostavatn,196.11.0,6.9821277916666675,0.9449792305523357,1.0,2023-11-13
Lundberg,196.12.0,2.007175869565217,0.703443780190787,1.0,2023-11-13
Ytre Fiskeløsvatn,196.7.0,0.34018227916666666,0.5400909393605292,1.0,2023-11-13
Ersfjordelva,197.10.0,0.23061959583333333,1.069540154589372,1.0,2023-11-13
Hæra v/Løkkeborg,2.1036.0,3.7788119583333333,2.4463461201858228,1.0,2023-11-13
Nedre Sjodalsvatn,2.13.0,5.565745041666666,1.0003752269606823,1.0,2023-11-13
Knappom,2.142.0,38.966925,2.0491182821876786,1.0,2023-11-13
Grimsmoen,2.235.0,5.879665374999999,0.8107682914917725,1.0,2023-11-13
Unsetåa,2.265.0,4.496659208333333,0.6265402693157445,1.0,2023-11-13
Mistra bru,2.267.0,9.01412875,1.4171198442446957,1.0,2023-11-13
Akslen,2.268.0,3.438529,0.3764097274696872,1.0,2023-11-13
Liavatn,2.275.0,1.3700049999999997,0.5554074324324323,1.0,2023-11-13
Kråkfoss,2.279.0,12.630068333333332,2.5073824222789,1.0,2023-11-13
Kringlerdal,2.280.0,6.446697333333333,2.0972763370735747,1.0,2023-11-13
Sælatunga,2.284.0,3.518717666666667,0.6644894352159467,1.0,2023-11-13
Brustuen,2.290.0,1.9782352083333334,0.6729115039370079,1.0,2023-11-13
Dombås,2.303.0,3.112524541666667,0.5447958356630607,1.0,2023-11-13
Atnasjø,2.32.0,7.8084737916666676,1.456188507662422,1.0,2023-11-13
Fura,2.323.0,0.2700578625,0.6408404097775336,1.0,2023-11-13
Lesjaverk (Lesjaskogvatnet),2.346.0,0.3702529458333334,0.35359626970266395,1.0,2023-11-13
Espedalsvatn,2.415.0,0.488461725,0.44697196610887524,1.0,2023-11-13
Kvarstadseter,2.439.0,3.934073916666667,0.9062656278995361,1.0,2023-11-13
Nordre Osa,2.451.0,4.991357291666667,0.9633500201045437,1.0,2023-11-13
Vismunda,2.463.0,2.371122125,1.0681175787278414,1.0,2023-11-13
Svartelva,2.464.0,13.845270833333336,2.611630861933456,1.0,2023-11-13
Vålåsjø,2.607.0,0.8687024217391305,0.5984411392074636,1.0,2023-11-13
Orva,2.61.0,0.2302525708333333,0.7829131097992915,1.0,2023-11-13
Rosten,2.614.0,2.8057975416666667,0.13225507512356927,1.0,2023-11-13
Kuggerud,2.616.0,2.1242444583333335,3.799890708074534,1.0,2023-11-13
Stortorp,2.633.0,2.378602583333333,2.3570508452804213,1.0,2023-11-13
Lena,2.634.0,2.854454826086956,1.342980271040694,1.0,2023-11-13
Austenå,20.2.0,8.735565333333334,2.7304567136965487,1.0,2023-11-13
Skogsfjordvatn,200.4.0,2.4119465833333336,1.532182815969414,1.0,2023-11-13
Jægervatn,203.2.0,1.2391912083333334,1.1420386176000001,1.0,2023-11-13
Didnojokka,205.6.0,0.3293426,0.25665374438531613,1.0,2023-11-13
Oksfjordvatn,208.2.0,2.80236875,0.9108251890305836,1.0,2023-11-13
Lislefjødd,21.47.0,0.09621527291666669,0.4372961378221989,1.0,2023-11-13
Masi,212.10.0,41.38170260869565,0.6360967734883949,1.0,2023-11-13
Eibyelva v/Hammeren,212.27.0,6.181471791666667,0.85466340662506,1.0,2023-11-13
Halsnes,212.49.0,1.0063362458333331,0.5994308972078592,1.0,2023-11-13
Leirbotnvatn,213.2.0,1.1141980833333334,0.7106127880711598,1.0,2023-11-13
Kvalsund,213.4.0,3.625269166666667,2.509801730769231,1.0,2023-11-13
Søgne,22.22.0,9.557514333333332,4.056239504862953,1.0,2023-11-13
Lombola,223.2.0,7.5144865,0.7401915698748205,1.0,2023-11-13
Nordmannset,230.1.0,0.24706392499999996,1.105454330398757,1.0,2023-11-13
"Veahkkava, Iesjokka",234.13.0,67.86875791666667,2.820546943212537,1.0,2023-11-13
Cærrogæsjokka,234.14.0,0.20584084166666664,0.38746511372549014,1.0,2023-11-13
Polmak nye,234.18.0,207.45974583333336,1.265730933382293,1.0,2023-11-13
Båtsfjord,237.1.0,0.3059344875,1.2053232886456908,1.0,2023-11-13
Møska (Skolandsvatnet),24.8.0,5.7819205416666675,4.1146358191252785,1.0,2023-11-13
Tingvatn (Lygne),24.9.0,12.4016875,3.937043650793651,1.0,2023-11-13
Kjerringvatn,244.5.0,0.5744856375,2.19141541192053,1.0,2023-11-13
Sametielv,246.9.0,1.9665066249999998,0.6645006546990497,1.0,2023-11-13
Karpelva,247.3.0,NaN,0,2023-11-13
Gjuvvatn,25.24.0,1.859646,1.6567685543411013,1.0,2023-11-12
Knabåni,25.32.0,0.75493245,1.41796008,1.0,2023-11-12
Krågehølen,25.51.0,NaN,0,2023-11-12
Årdal,26.20.0,3.6603,4.093850097087379,1.0,2023-11-12
Sandvatn,26.21.0,0.8903891000000002,2.797440663272728,1.0,2023-11-13
Deg,26.22.0,1.823965,2.2852461716937356,1.0,2023-11-12
Refsvatn,26.29.0,2.341242166666667,3.820270504249292,1.0,2023-11-13
Rekedalselv,26.64.0,0.23142064782608696,1.9777194829054316,1.0,2023-11-13
Austrumdal (Austrumdalsvatnet),27.15.0,3.189170666666667,4.52825547411668,1.0,2023-11-13
Bjordal,27.16.0,3.084140375,2.1522472207414585,1.0,2023-11-13
Gya,27.20.0,NaN,0,2023-11-13
Slevelandsåna,27.42.0,0.20206954999999996,3.2211824944649443,1.0,2023-11-13
Haugland,28.7.0,2.93763525,1.8213970979547902,1.0,2023-11-13
Høgfoss,3.22.0,11.911695416666667,3.434965035245114,1.0,2023-11-13
Kobvatn,303.2.0,NaN,0,2023-11-13
Murusjø,307.5.0,3.610244958333333,0.9025090110526011,1.0,2023-11-13
Landbru,307.7.0,0.28551912500000004,0.40196924230079856,1.0,2023-11-13
Lenglingen,308.1.0,3.7016847499999996,0.7107550611138274,1.0,2023-11-13
Femundsenden (Femunden),311.4.0,NaN,0,2023-11-13
Magnor,313.10.0,13.913160416666665,3.359126641703459,1.0,2023-11-13
Djupadalsvatn,35.16.0,NaN,0,2023-11-13
Osali (Botnavatnet),35.9.0,0.10500771666666668,0.4036242868582614,1.0,2023-11-13
Grimsvatn,36.13.0,0.22195167500000001,0.5572980156931125,1.0,2023-11-13
Middal,36.9.0,0.6108920708333333,1.1506665559189013,1.0,2023-11-13
Breiborgvatn,37.27.0,0.1873600291666667,1.3023255446500404,1.0,2023-11-13
Holmen,38.1.0,NaN,0,2023-11-13
Tysvær,39.1.0,0.1271441875,3.2889993413173655,1.0,2023-11-13
Kallandsvatnet,39.2.0,0.12530809583333333,1.409716078125,1.0,2023-11-13
Stordalsvatn,41.1.0,1.786770125,1.180883797139142,1.0,2023-11-13
Hellaugvatn,41.8.0,0.13440360833333334,0.4224253095671154,1.0,2023-11-13
Fjellhaugen,42.16.0,0.08731206416666666,1.0365158483099752,1.0,2023-11-13
Djupevad,42.2.0,0.18655317500000002,0.5205294467947683,1.0,2023-11-13
Reinsnosvatn,48.5.0,1.0721550833333333,0.768748541078838,1.0,2023-11-13
Hølen,50.1.0,1.3675596250000002,0.5106627694701357,1.0,2023-11-13
Røykenes,55.4.0,0.30547586250000003,0.5269138454781394,1.0,2023-11-13
Gryta,6.10.0,0.28731590833333337,3.531165644381224,1.0,2023-11-13
Haukåselva,61.13.0,0.03059862875,0.35822784878048775,1.0,2023-11-13
Kaldåen,61.8.0,0.024579421666666667,0.13843950664928292,1.0,2023-11-13
Slondalsvatn,62.14.0,0.25096304166666666,0.5179934734830388,1.0,2023-11-13
Kinne,62.15.0,2.633790708333333,0.44499103836677234,1.0,2023-11-13
Svartavatn,62.18.0,0.13556125416666667,0.16175241485982597,1.0,2023-11-13
Bulken (Vangsvatnet),62.5.0,6.353233666666667,0.5028345979022582,1.0,2023-11-13
Fjellanger,63.12.0,0.08748633374999999,0.5891519279812938,1.0,2023-11-13
Solrenningsvatn (Vøvringevatnet),64.6.0,0.29212615000000003,0.47291923102866784,1.0,2023-11-13
Sula,73.27.0,0.1699851208333333,0.4843903179419525,1.0,2023-11-13
Langedalen,74.16.0,NaN,0,2023-11-13
Krokenelv,75.23.0,0.24707019999999988,0.46487075958188134,1.0,2023-11-13
Feigumfoss,75.28.0,NaN,0,2023-11-13
Sogndalsvatn,77.3.0,0.7775067416666667,0.6055763317407372,1.0,2023-11-13
Bøyumselv,78.8.0,0.7944917916666666,1.6965914681166585,1.0,2023-11-13
Nessedalselv,79.3.0,0.12069728260869565,0.34760817391304344,1.0,2023-11-13
Bjørnegårdssvingen,8.2.0,5.789060041666667,2.6218733951879223,1.0,2023-11-13
Sæternbekken,8.6.0,0.15337037499999998,2.1100637579617834,1.0,2023-11-13
Blomsterkroken,8.8.0,NaN,0,2023-11-13
Ullebøelv,80.4.0,0.07893686541666667,0.8207154238267147,1.0,2023-11-13
Hersvikvatn (Hagevatnet),81.1.0,0.08303438291666666,1.0061950468443197,1.0,2023-11-13
Haukedalsvatn ndf.,83.12.0,NaN,0,2023-11-13
Byttevatn,83.6.0,0.440015675,0.3636632324469103,1.0,2023-11-13
Grønengstølsvatn,83.7.0,0.5899723625000001,0.7764449675552171,1.0,2023-11-13
Holsenvatn,84.20.0,0.4650919958333333,0.5621705153889199,1.0,2023-11-13
Straumstad (Solheimsvatnet),85.4.0,0.6055483208333333,0.47701837089715526,1.0,2023-11-13
Åvatn (Ommedalsvatnet),86.10.0,0.5546267541666666,0.295563754764695,1.0,2023-11-13
Skjerdalselv,86.12.0,0.28044783333333334,1.0241205748098057,1.0,2023-11-13
Gloppenelv v/Bergheim,87.10.0,1.5059226666666667,0.5952045672461117,1.0,2023-11-13
Strynsvatn,88.11.0,5.074421166666666,0.9095303061986556,1.0,2023-11-13
Grasdøla,88.15.0,0.24222114833333333,0.608900413616526,1.0,2023-11-13
Hjelledøla,88.16.0,NaN,0,2023-11-13
Nordre Oldevatn,88.30.0,3.0676950434782606,1.3142701034190594,1.0,2023-11-13
Lovatn,88.4.0,2.734805833333333,1.0059912465940055,1.0,2023-11-13
Førdeelv,90.1.0,0.054789454583333334,1.5832136709030102,1.0,2023-11-13
Dalsbøvatn,91.2.0,0.3648908708333333,1.2257609346811817,1.0,2023-11-13
Hareidselv,96.3.0,0.47274222083333334,1.0117643765172157,1.0,2023-11-13
Fetvatn (Fitjavatnet),97.1.0,1.115877625,1.0826707108366087,1.0,2023-11-13
Sleddalen,97.5.0,NaN,0,2023-11-13
Øye ndf.,98.4.0,1.1126948333333333,0.6927283009079118,1.0,2023-11-13
