stat_id,date,utm_x,utm_y,lon,lat,area,month,year,day,min,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,max
19.96.0,2023-11-15,136291,6563180,8.65362,59.05231,0.584,11,2023,15,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396,0.6396
19.96.0,2023-11-16,136291,6563180,8.65362,59.05231,0.584,11,2023,16,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097,0.5097
19.96.0,2023-11-17,136291,6563180,8.65362,59.05231,0.584,11,2023,17,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062,0.4062
19.96.0,2023-11-18,136291,6563180,8.65362,59.05231,0.584,11,2023,18,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237,0.3237
19.96.0,2023-11-19,136291,6563180,8.65362,59.05231,0.584,11,2023,19,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.2579,0.39105,0.4326,0.50435,1.5097
19.96.0,2023-11-20,136291,6563180,8.65362,59.05231,0.584,11,2023,20,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.23,0.28675,0.3501,0.3501,0.3501,0.4056,0.4611,0.5025499999999999,1.2624,1.8739499999999998,2.2314
19.96.0,2023-11-21,136291,6563180,8.65362,59.05231,0.584,11,2023,21,0.1638,0.1638,0.1638,0.1638,0.1638,0.1638,0.1638,0.1638,0.1638,0.1638,0.1638,0.28259999999999996,0.2834,0.2834,0.2834,0.34395,0.3898,0.42275,1.0555,1.524,1.9021
19.96.0,2023-11-22,136291,6563180,8.65362,59.05231,0.584,11,2023,22,0.1305,0.1305,0.1305,0.1305,0.1305,0.1305,0.1305,0.1305,0.1305,0.1305,0.1305,0.2023,0.2294,0.2294,0.2294,0.25865,0.3224,0.34215,0.8826,1.2501,1.56
19.96.0,2023-11-23,136291,6563180,8.65362,59.05231,0.584,11,2023,23,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.15339999999999998,0.1856,0.1856,0.2032,0.2295,0.2696,0.5841500000000001,0.9116,1.33195,1.8342,2.8011,2.9547
19.96.0,2023-11-24,136291,6563180,8.65362,59.05231,0.584,11,2023,24,0.0829,0.0829,0.0829,0.0829,0.0829,0.0829,0.0949,0.1502,0.1502,0.216,0.2254,0.39515,0.5976,1.0747,1.8793,2.1925,2.4394,2.997,3.8567,4.58425,7.6292
19.96.0,2023-11-25,136291,6563180,8.65362,59.05231,0.584,11,2023,25,0.0661,0.0661,0.0661,0.0661,0.0661,0.1216,0.1216,0.14445,0.1818,0.22525,0.2897,0.6525,1.3301,1.71775,2.1771,3.1112,3.4401,3.8749,4.5142,5.88385,7.1973
19.96.0,2023-11-26,136291,6563180,8.65362,59.05231,0.584,11,2023,26,0.0526,0.0526,0.0526,0.0526,0.0933,0.0984,0.0984,0.11915,0.1472,0.18485000000000001,0.2345,0.5415,1.0772,1.5027,2.4619,2.99885,3.332,4.0969,4.5638,4.7954,9.4557
19.96.0,2023-11-27,136291,6563180,8.65362,59.05231,0.584,11,2023,27,0.0419,0.0419,0.0419,0.0419,0.0614,0.0797,0.0797,0.12545,0.1318,0.19535,0.698,0.9458,1.2283,1.8390499999999999,2.0474,2.3008499999999996,2.7861,2.92225,3.2014,4.0164,6.4607
19.96.0,2023-11-28,136291,6563180,8.65362,59.05231,0.584,11,2023,28,0.0334,0.0334,0.0334,0.0334,0.0404,0.06,0.0645,0.0991,0.1536,0.4386,0.6727,1.0175,1.712,1.8169,1.9945,2.1242,2.2532,2.3173500000000002,2.502,3.2272,5.9982
19.96.0,2023-11-29,136291,6563180,8.65362,59.05231,0.584,11,2023,29,0.0266,0.0266,0.0266,0.02665,0.0522,0.0921,0.0921,0.21765,0.3416,0.45130000000000003,0.6297,1.0503,1.3884,1.85595,1.9497,2.2198,2.2797,2.8438499999999998,3.3966,4.6854,7.7293
19.96.0,2023-11-30,136291,6563180,8.65362,59.05231,0.584,11,2023,30,0.0212,0.0212,0.0212,0.03205,0.0736,0.09459999999999999,0.2683,0.36819999999999997,0.4185,0.51115,0.9966,1.1728999999999998,1.3746,1.6170499999999999,1.8521,2.6028000000000002,2.9598,3.69335,3.9435,5.80035,8.2471
19.96.0,2023-12-01,136291,6563180,8.65362,59.05231,0.584,12,2023,1,0.0169,0.0169,0.0169,0.0681,0.0764,0.2322,0.3143,0.3446,0.4432,0.78645,1.023,1.0405,1.4181,1.6482,1.9779,2.6108000000000002,3.5532,4.0082,4.399,6.9780999999999995,7.6179
19.96.0,2023-12-02,136291,6563180,8.65362,59.05231,0.584,12,2023,2,0.0135,0.0135,0.0135,0.0599,0.1368,0.19845000000000002,0.2391,0.47035,0.6715,0.765,0.9807,1.43555,1.7852,2.21055,2.3973,2.9774,3.4975,4.53875,6.5461,7.31995,9.9659
19.96.0,2023-12-03,136291,6563180,8.65362,59.05231,0.584,12,2023,3,0.0116,0.0116,0.0116,0.048549999999999996,0.1107,0.2676,0.4239,0.50935,0.5503,0.9499500000000001,1.4226,1.6397499999999998,1.7927,1.83475,2.0045,2.32785,4.3082,4.86345,5.7375,8.1795,17.8548
19.96.0,2023-12-04,136291,6563180,8.65362,59.05231,0.584,12,2023,4,0.0112,0.0112,0.0112,0.03925,0.1982,0.2422,0.3627,0.44325000000000003,0.5628,1.0645,1.1337,1.3278,1.4615,1.4881,1.7722,2.14745,2.8111,4.12195,5.404,9.67755,12.295
19.96.0,2023-12-05,136291,6563180,8.65362,59.05231,0.584,12,2023,5,0.0109,0.0109,0.0174,0.09705,0.1663,0.24185,0.3398,0.49265000000000003,0.7602,0.86905,0.8883,0.9951,1.1957,1.89925,2.1038,2.69345,3.0783,3.8354999999999997,5.0595,6.6454,9.6383
19.96.0,2023-12-06,136291,6563180,8.65362,59.05231,0.584,12,2023,6,0.0106,0.01965,0.1299,0.14425,0.2376,0.54555,0.6154,0.68275,0.7679,1.20715,1.5687,1.8449,2.1683,2.3912,2.8025,2.9348,3.7672,3.9667,5.4135,9.73425,11.7243
19.96.0,2023-12-07,136291,6563180,8.65362,59.05231,0.584,12,2023,7,0.0102,0.050850000000000006,0.1051,0.11674999999999999,0.1923,0.44179999999999997,0.5556,0.6289,0.9161,1.2604000000000002,1.6924,1.8316,1.8877,2.24865,2.425,3.12175,3.5695,4.3767,4.9452,7.06025,10.3681
19.96.0,2023-12-08,136291,6563180,8.65362,59.05231,0.584,12,2023,8,0.0099,0.051449999999999996,0.0882,0.12819999999999998,0.2988,0.41715,0.4572,0.5184,0.7299,0.9396500000000001,1.3497,1.41795,1.5043,1.96035,2.6553,3.2035,3.311,3.7826500000000003,4.5764,6.3614999999999995,17.3273
19.96.0,2023-12-09,136291,6563180,8.65362,59.05231,0.584,12,2023,9,0.0096,0.0429,0.0714,0.1038,0.3107,0.403,0.5815,0.7027,0.8131,1.1195,1.1982,1.4183,1.7496,2.0676,2.612,2.90305,3.6562,3.7687999999999997,4.0763,6.689,14.1127
19.96.0,2023-12-10,136291,6563180,8.65362,59.05231,0.584,12,2023,10,0.0093,0.0351,0.0578,0.0993,0.1924,0.3318,0.4633,0.5640499999999999,0.7875,0.92805,0.9553,1.3747,1.6824,1.94225,2.184,2.4989999999999997,3.1013,3.5634,7.2551,8.22905,8.9319
19.96.0,2023-12-11,136291,6563180,8.65362,59.05231,0.584,12,2023,11,0.009,0.0293,0.0535,0.10755,0.2598,0.32545,0.4778,0.52835,0.7279,0.94285,1.2541,1.31845,1.5727,1.907,2.2434,2.3245,2.5004,2.8159,4.9823,7.97185,11.6334
123.95.0,2023-11-15,264619,7041350,10.28154,63.4226,1.02,11,2023,15,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523
123.95.0,2023-11-16,264619,7041350,10.28154,63.4226,1.02,11,2023,16,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444
123.95.0,2023-11-17,264619,7041350,10.28154,63.4226,1.02,11,2023,17,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434,0.0434
123.95.0,2023-11-18,264619,7041350,10.28154,63.4226,1.02,11,2023,18,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0796,0.3573
123.95.0,2023-11-19,264619,7041350,10.28154,63.4226,1.02,11,2023,19,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.2231
123.95.0,2023-11-20,264619,7041350,10.28154,63.4226,1.02,11,2023,20,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0648,0.2026,0.20465,0.2306,0.28054999999999997,0.8967
123.95.0,2023-11-21,264619,7041350,10.28154,63.4226,1.02,11,2023,21,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.09755,0.1768,0.1768,0.1875,0.2773,0.4745,0.84205,1.0181
123.95.0,2023-11-22,264619,7041350,10.28154,63.4226,1.02,11,2023,22,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0538,0.0837,0.15585,0.1677,0.19835000000000003,0.2327,0.41475,0.7286,0.7455499999999999,0.8011
123.95.0,2023-11-23,264619,7041350,10.28154,63.4226,1.02,11,2023,23,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.04735,0.1526,0.31315,0.3975,0.4423,0.6722,0.723,0.7572,0.9875,1.8373
123.95.0,2023-11-24,264619,7041350,10.28154,63.4226,1.02,11,2023,24,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.03805,0.1175,0.12095,0.1368,0.2858,0.4828,0.6232500000000001,0.8038,1.48665,2.1299,2.7274000000000003,3.7614,4.302300000000001,6.4835
123.95.0,2023-11-25,264619,7041350,10.28154,63.4226,1.02,11,2023,25,0.0359,0.0359,0.0359,0.0359,0.0384,0.08985,0.1026,0.1395,0.2041,0.2431,0.3466,0.444,0.6477,0.8075,0.9312,2.0575,2.9409,3.2403500000000003,3.5657,4.309,6.5399
123.95.0,2023-11-26,264619,7041350,10.28154,63.4226,1.02,11,2023,26,0.0351,0.0351,0.0351,0.0635,0.0895,0.1124,0.1461,0.2383,0.304,0.39580000000000004,0.5453,0.6394,0.6394,1.3006,1.8353,1.9879,2.0605,2.2319500000000003,2.4131,3.72715,7.5727
123.95.0,2023-11-27,264619,7041350,10.28154,63.4226,1.02,11,2023,27,0.0342,0.0342,0.0342,0.05735,0.0781,0.0912,0.1044,0.17465,0.3901,0.43315,0.5002,0.6043,0.9248,1.1774499999999999,1.235,1.37775,1.5914,1.678,1.7486,2.84765,5.6833
123.95.0,2023-11-28,264619,7041350,10.28154,63.4226,1.02,11,2023,28,0.0334,0.0334,0.0334,0.0436,0.0657,0.11485,0.1827,0.29764999999999997,0.3251,0.34635000000000005,0.5505,0.70535,0.9479,0.9884,1.1265,1.2376999999999998,1.4245,1.6513,1.9852,3.4717000000000002,5.6886
123.95.0,2023-11-29,264619,7041350,10.28154,63.4226,1.02,11,2023,29,0.0327,0.0327,0.0349,0.04795,0.174,0.2101,0.2332,0.2555,0.3951,0.5027,0.5399,0.6446000000000001,0.7563,0.9640500000000001,1.1859,1.4836,1.8504,2.0116,3.4774,4.1640999999999995,4.8834
123.95.0,2023-11-30,264619,7041350,10.28154,63.4226,1.02,11,2023,30,0.0319,0.0319,0.035,0.0828,0.1608,0.1726,0.2833,0.37515,0.5103,0.5103,0.5727,0.6914499999999999,0.7082,1.2145,1.8659,2.01355,2.3481,2.5439499999999997,3.3212,4.05455,6.9488
123.95.0,2023-12-01,264619,7041350,10.28154,63.4226,1.02,12,2023,1,0.0311,0.0311,0.0341,0.11665,0.156,0.2687,0.3931,0.4824,0.4824,0.48875,0.4969,0.7095,1.5832,1.6082999999999998,1.8409,2.2502500000000003,2.5874,3.2277,3.7655,4.6753,7.0279
123.95.0,2023-12-02,264619,7041350,10.28154,63.4226,1.02,12,2023,2,0.0304,0.0304,0.0333,0.08265,0.0871,0.25385,0.3567,0.4396,0.4559,0.53025,0.6973,1.0955,1.3681,1.67425,1.8722,2.08645,2.8909,3.03295,3.2625,3.5751,5.9932
123.95.0,2023-12-03,264619,7041350,10.28154,63.4226,1.02,12,2023,3,0.0297,0.0297,0.0326,0.06075,0.1488,0.2163,0.3813,0.431,0.5953,0.60455,0.6845,0.784,1.3459,1.45285,1.5691,1.63965,2.3838,2.78275,3.0513,4.60145,7.1145
123.95.0,2023-12-04,264619,7041350,10.28154,63.4226,1.02,12,2023,4,0.029,0.03455,0.0421,0.1348,0.2467,0.39239999999999997,0.4073,0.4173,0.4396,0.52,0.5706,0.9510000000000001,1.1305,1.2095500000000001,1.4602,1.6167500000000001,1.934,2.205,2.9574,3.34305,5.5774
123.95.0,2023-12-05,264619,7041350,10.28154,63.4226,1.02,12,2023,5,0.0263,0.02645,0.0378,0.28864999999999996,0.385,0.385,0.5028,0.63435,0.6728,0.80055,1.1015,1.3266,1.391,1.47865,1.8478,2.05425,2.2546,2.4002999999999997,2.9307,5.2507,8.9005
123.95.0,2023-12-06,264619,7041350,10.28154,63.4226,1.02,12,2023,6,0.023,0.0231,0.0369,0.20685,0.2296,0.4684,0.5795,0.71875,0.8316,0.91655,0.9571,1.0063,1.1142,1.22445,1.7342,1.83515,2.2108,2.8163,3.3114,6.12105,6.6523
123.95.0,2023-12-07,264619,7041350,10.28154,63.4226,1.02,12,2023,7,0.02,0.0201,0.1275,0.14805000000000001,0.3128,0.38055,0.4151,0.49615,0.5974,0.62645,0.7159,0.7497,0.7937,0.9093,1.0632,1.4898500000000001,3.0362,3.5587,4.5093,5.32325,6.4674
123.95.0,2023-12-08,264619,7041350,10.28154,63.4226,1.02,12,2023,8,0.0175,0.02195,0.0708,0.1057,0.2227,0.27225,0.297,0.32535000000000003,0.3868,0.44215000000000004,0.4595,0.56085,0.7987,1.29025,1.6558,2.0711500000000003,2.2485,2.6779,3.7092,4.62245,6.0734
123.95.0,2023-12-09,264619,7041350,10.28154,63.4226,1.02,12,2023,9,0.0153,0.0273,0.071,0.13135,0.2055,0.2596,0.3189,0.35660000000000003,0.4305,0.43535,0.5449,0.8906000000000001,1.0187,1.1740499999999998,1.462,1.6469,1.775,2.65565,3.2823,4.39245,10.7676
123.95.0,2023-12-10,264619,7041350,10.28154,63.4226,1.02,12,2023,10,0.0133,0.02935,0.1307,0.18315,0.2387,0.28015,0.2905,0.39175,0.4105,0.68485,0.7187,0.81845,1.4445,1.4999,1.6027,1.6329500000000001,1.888,1.988,3.2463,4.89975,9.2138
123.95.0,2023-12-11,264619,7041350,10.28154,63.4226,1.02,12,2023,11,0.0116,0.0241,0.0929,0.13040000000000002,0.2215,0.32775,0.3831,0.42810000000000004,0.4848,0.6830499999999999,0.7661,1.0076,1.1519,1.22325,1.272,1.5023,1.7423,3.09645,3.3026,3.5180499999999997,4.9581
18.11.0,2023-11-15,146830,6548724,8.85938,58.93208,1.95,11,2023,15,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152,3.0152
18.11.0,2023-11-16,146830,6548724,8.85938,58.93208,1.95,11,2023,16,2.4901,2.4901,2.4901,2.4901,2.4901,2.4901,2.4901,2.4901,2.4901,2.5336,2.565,2.59925,2.6126,2.6496500000000003,2.6883,2.7296,2.7745,2.82625,2.8868,2.9696,3.3504
18.11.0,2023-11-17,146830,6548724,8.85938,58.93208,1.95,11,2023,17,2.0894,2.0894,2.0894,2.0894,2.0894,2.0894,2.0894,2.0894,2.0894,2.1315999999999997,2.1614,2.19465,2.2117,2.2464,2.2873,2.3310500000000003,2.3786,2.43335,2.4975,2.58505,2.9882
18.11.0,2023-11-18,146830,6548724,8.85938,58.93208,1.95,11,2023,18,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.77035,1.7955,1.8143500000000001,1.8376,1.85725,1.8822,1.9182000000000001,1.9573,2.00235,2.0551,2.1272,2.4658
18.11.0,2023-11-19,146830,6548724,8.85938,58.93208,1.95,11,2023,19,1.4665,1.4665,1.4665,1.4665,1.4665,1.4665,1.4665,1.4665,1.4787,1.50815,1.5488,1.55905,1.6106,1.6628,1.7272,1.79475,1.8658,2.12365,2.3729,2.7916,2.9751
18.11.0,2023-11-20,146830,6548724,8.85938,58.93208,1.95,11,2023,20,1.2265,1.2265,1.2265,1.2265,1.2265,1.2348,1.2904,1.3351,1.4212,2.04645,2.1043,2.2193,2.2699,2.341,2.3704,2.44265,2.5148,2.66305,2.7341,3.83125,4.7527
18.11.0,2023-11-21,146830,6548724,8.85938,58.93208,1.95,11,2023,21,1.0391,1.0391,1.0391,1.0391,1.0391,1.04305,1.0618,1.0986500000000001,1.1695,1.8145,1.9684,2.05275,2.1925,2.2062,2.2568,2.27925,2.3669,2.84045,3.8991,4.9832,7.7262
18.11.0,2023-11-22,146830,6548724,8.85938,58.93208,1.95,11,2023,22,0.9499,0.9499,0.9499,0.9499,0.9499,0.9501999999999999,0.956,0.9637,0.9955,1.5079500000000001,1.6619,1.6848,1.8435,1.85495,1.8666,1.93555,2.2253,2.54265,2.9919,3.79855,6.3993
18.11.0,2023-11-23,146830,6548724,8.85938,58.93208,1.95,11,2023,23,0.881,0.881,0.881,0.881,0.8816,0.8887,0.8966,1.02685,1.2414,1.4255,1.4384,1.5802,1.6464,1.76045,1.9035,2.01715,2.1333,2.44725,2.6829,4.5815,7.0491
18.11.0,2023-11-24,146830,6548724,8.85938,58.93208,1.95,11,2023,24,0.8172,0.8172,0.8177,0.82885,0.8519,1.05315,1.3003,1.35595,1.4006,1.4602499999999998,1.5855,1.7058499999999999,1.8101,2.03015,2.1962,2.36615,2.4995,3.5843499999999997,4.781,5.70685,6.9626
18.11.0,2023-11-25,146830,6548724,8.85938,58.93208,1.95,11,2023,25,0.758,0.7623,0.7713,0.8156,0.8663,1.068,1.2288,1.2757,1.3543,1.41455,1.5138,2.003,2.2297,2.6249000000000002,3.3484,3.4515,3.5443,3.7408,4.4492,5.3119499999999995,6.7851
18.11.0,2023-11-26,146830,6548724,8.85938,58.93208,1.95,11,2023,26,0.703,0.71305,0.7329,0.7966,0.8922,0.967,1.0146,1.08995,1.1371,1.2048999999999999,1.5609,1.7558500000000001,2.0731,2.7685500000000003,3.0085,3.6248500000000003,3.9474,4.0997,4.221,4.99635,8.5727
18.11.0,2023-11-27,146830,6548724,8.85938,58.93208,1.95,11,2023,27,0.6521,0.6614,0.6797,0.7736000000000001,0.8349,0.9173,0.9417,1.0022,1.0261,1.2181000000000002,1.4173,1.5093,1.8217,2.6353,2.9854,3.37305,3.5594,3.98205,4.1779,4.82885,8.4009
18.11.0,2023-11-28,146830,6548724,8.85938,58.93208,1.95,11,2023,28,0.6048,0.61345,0.6305,0.68275,0.7358,0.8094,0.8759,1.0289,1.227,1.2733500000000002,1.6761,1.89765,2.0567,2.1431,2.2605,2.6579,2.9797,3.0501,3.3819,4.51015,7.4655
18.11.0,2023-11-29,146830,6548724,8.85938,58.93208,1.95,11,2023,29,0.561,0.57785,0.6294,0.6829000000000001,0.729,0.80505,0.8297,0.9189,1.0628,1.38245,1.5608,1.5773,1.7921,2.1933,2.6064,2.69785,2.8151,2.8487,3.2696,4.4315999999999995,11.0223
18.11.0,2023-11-30,146830,6548724,8.85938,58.93208,1.95,11,2023,30,0.5203,0.56105,0.6742,0.74775,0.7617,0.82115,0.9066,1.0431,1.3035,1.41235,1.51,1.7624,2.2647,2.35765,2.4299,2.4894499999999997,2.8028,2.84165,3.0698,3.8137,10.4526
18.11.0,2023-12-01,146830,6548724,8.85938,58.93208,1.95,12,2023,1,0.4826,0.54565,0.6254,0.6753,0.7595,0.82545,0.9177,1.1733500000000001,1.2886,1.3655,1.5237,2.027,2.121,2.27055,2.4825,2.7889,3.0726,3.1778,3.9401,5.6835,7.641
18.11.0,2023-12-02,146830,6548724,8.85938,58.93208,1.95,12,2023,2,0.4476,0.4941,0.5387,0.6348,0.7044,0.7565999999999999,0.9253,1.0074,1.1066,1.24345,1.2992,1.6479,1.8856,1.95435,2.1807,2.5994,3.2576,4.7113,6.2902,6.3982,7.2658
18.11.0,2023-12-03,146830,6548724,8.85938,58.93208,1.95,12,2023,3,0.4152,0.44765,0.538,0.65515,0.6985,0.86145,0.8781,1.04415,1.1001,1.1232,1.3073,1.516,1.7258,1.79315,2.1566,2.39175,3.3408,4.9814,6.5185,7.80885,11.1112
18.11.0,2023-12-04,146830,6548724,8.85938,58.93208,1.95,12,2023,4,0.3851,0.4471,0.499,0.63705,0.7345,0.80205,0.9431,0.9874,1.0463,1.15015,1.4805,1.6204,1.6542,2.00095,2.4198,3.1446,3.607,4.72425,5.1585,7.103350000000001,12.6516
18.11.0,2023-12-05,146830,6548724,8.85938,58.93208,1.95,12,2023,5,0.3572,0.52945,0.6014,0.7408999999999999,0.7892,0.88255,0.9153,0.9705,1.1068,1.3852,1.4598,1.53925,2.0092,2.4879,2.5678,2.79345,3.9243,4.369,5.4981,7.2554,10.5904
18.11.0,2023-12-06,146830,6548724,8.85938,58.93208,1.95,12,2023,6,0.3313,0.56125,0.6696,0.756,0.8569,0.97375,1.0892,1.19815,1.3682,1.5982,1.8788,2.0147,2.1087,2.57735,2.9619,3.5141,3.7767,4.16625,5.1362,6.59035,10.7289
18.11.0,2023-12-07,146830,6548724,8.85938,58.93208,1.95,12,2023,7,0.3073,0.5283,0.6027,0.69815,0.7841,0.9717,1.1642,1.41385,1.477,2.0278,2.2843,2.4593,2.5748,2.6952,2.9333,3.1364,3.7073,4.2125,5.0657,6.5651,9.6142
18.11.0,2023-12-08,146830,6548724,8.85938,58.93208,1.95,12,2023,8,0.285,0.5194000000000001,0.5892,0.6727000000000001,0.7827,0.93405,1.0031,1.2896,1.3886,1.5345,2.366,2.5495,2.661,3.0307500000000003,3.1641,3.52735,3.858,3.99325,4.495,5.0325,9.9078
18.11.0,2023-12-09,146830,6548724,8.85938,58.93208,1.95,12,2023,9,0.2643,0.4818,0.5465,0.6022000000000001,0.655,0.7825500000000001,0.9595,1.10785,1.2777,1.55065,2.0629,2.29615,2.7551,3.2473,3.3269,3.4021,3.4859,3.6288,4.4572,4.86,8.6065
18.11.0,2023-12-10,146830,6548724,8.85938,58.93208,1.95,12,2023,10,0.2452,0.44684999999999997,0.5069,0.60015,0.6519,0.70105,0.8186,0.9805499999999999,1.5002,1.92605,2.0645,2.35035,2.7373,3.0915,3.1994,3.4406499999999998,3.5576,3.69355,3.9262,4.7811,9.4549
18.11.0,2023-12-11,146830,6548724,8.85938,58.93208,1.95,12,2023,11,0.2274,0.41445,0.4702,0.55445,0.6128,0.7154499999999999,0.8801,0.9632000000000001,1.4286,1.8846500000000002,2.4834,2.5858499999999998,2.6227,2.8163,3.1328,3.28955,3.4899,3.6702500000000002,4.409,5.46915,7.752
174.11.0,2023-11-15,601757,7593594,17.48149,68.43661,2.84,11,2023,15,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824
174.11.0,2023-11-16,601757,7593594,17.48149,68.43661,2.84,11,2023,16,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752
174.11.0,2023-11-17,601757,7593594,17.48149,68.43661,2.84,11,2023,17,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.64625,0.811
174.11.0,2023-11-18,601757,7593594,17.48149,68.43661,2.84,11,2023,18,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.49,0.919,0.92365,0.9295,0.93555,0.9414,0.9471,0.9518,0.95755,0.9637,0.97195,0.981
174.11.0,2023-11-19,601757,7593594,17.48149,68.43661,2.84,11,2023,19,0.5791,0.7253000000000001,0.8352,0.8879,0.9656,0.9778,0.9933,1.00095,1.008,1.02225,1.029,1.1366999999999998,1.2933,1.3165499999999999,1.3554,1.4401,1.5836,1.72,1.827,1.9157,2.2394
174.11.0,2023-11-20,601757,7593594,17.48149,68.43661,2.84,11,2023,20,0.2976,0.35109999999999997,0.4424,0.46604999999999996,0.5039,0.5115000000000001,0.5281,0.5399,0.5533,0.6132,0.7051,0.73185,0.7494,0.75665,0.7697,0.8184499999999999,0.8651,0.91635,0.9726,1.027,1.401
174.11.0,2023-11-21,601757,7593594,17.48149,68.43661,2.84,11,2023,21,0.1375,0.1807,0.2124,0.21705,0.2268,0.24515,0.2816,0.2939,0.3147,0.33415,0.3996,0.43395,0.4609,0.471,0.5391,0.56375,0.5857,0.63435,0.6782,0.7342500000000001,0.8534
174.11.0,2023-11-22,601757,7593594,17.48149,68.43661,2.84,11,2023,22,0.0805,0.12125,0.1451,0.15889999999999999,0.1702,0.17995,0.189,0.19735,0.2061,0.21545,0.2297,0.2375,0.2424,0.2524,0.2617,0.273,0.2886,0.32420000000000004,0.3595,0.4218,0.5208
174.11.0,2023-11-23,601757,7593594,17.48149,68.43661,2.84,11,2023,23,0.1022,0.1258,0.1413,0.152,0.1614,0.1698,0.1826,0.19035,0.1951,0.20395000000000002,0.213,0.22735,0.2345,0.25229999999999997,0.2625,0.27864999999999995,0.3164,0.4546,0.5513,0.61765,0.816
174.11.0,2023-11-24,601757,7593594,17.48149,68.43661,2.84,11,2023,24,0.0932,0.1189,0.1357,0.1471,0.1574,0.1692,0.1758,0.18619999999999998,0.1944,0.1987,0.2135,0.2273,0.2373,0.24465,0.2585,0.3862,0.845,0.9634,1.0664,2.3543,3.1889
174.11.0,2023-11-25,601757,7593594,17.48149,68.43661,2.84,11,2023,25,0.0851,0.1085,0.1238,0.13429999999999997,0.1437,0.1544,0.1605,0.1699,0.1839,0.19140000000000001,0.2166,0.2233,0.2359,0.25525,0.4373,0.4676,0.5608,0.9518500000000001,1.3939,2.2168,3.7919
